ProjectID,Cluster,SITE,STATION,Latitude,Longitude,RECORDING_DATE,RECORD_TIME,Method,SPECIES_CODE,NumberDetected,Genus,Species,ENGLISH_NAME
Y,8,228,CT,57.58329,-111.46195,03-Jun-12,2:00:00,3 min w 7 min visual scan,CONI,1,Chordeiles,minor,Common Nighthawk
Y,8,228,CT,57.58329,-111.46195,03-Jun-12,2:00:00,3 min w 7 min visual scan,WTSP,1,Zonotrichia,albicollis,White-throated Sparrow
Y,8,228,CT,57.58329,-111.46195,03-Jun-12,0:00:00,3 min w 7 min visual scan,WISN,2,Gallinago,delicata,Wilson's Snipe
OW,4,13,NE,55.75793,-112.54916,19-Mar-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,5,14,CT,54.85342,-111.63025,19-Mar-13,0:00:00,10 minutes,BCFR,1,Pseudacris, maculata,Boreal Chorus Frog
OW,5,16,SW,54.88631,-111.82633,21-Mar-13,0:00:00,10 minutes,BADO,1,Strix,varia,Barred Owl
OW,5,16,SE,54.88648,-111.80139,21-Mar-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,4,13,SW,55.74323,-112.57407,22-Mar-13,0:00:00,10 minutes,COYT,1,Canis,latrans,Coyote
OW,4,12,SW,55.71469,-112.45558,22-Mar-13,0:00:00,10 minutes,NSWO,1,Aegolius,acadicus,Northern Saw-whet Owl
OW,4,11,CT,55.72309,-112.49112,23-Mar-13,0:00:00,10 minutes,BBMA,1,Pica,hudsonia,Black-billed Magpie
OW,4,11,NE,55.73151,-112.48072,23-Mar-13,0:00:00,10 minutes,BCFR,1,Pseudacris, maculata,Boreal Chorus Frog
OW,5,16,NE,54.90086,-111.80167,23-Mar-13,0:00:00,10 minutes,BADO,1,Strix,varia,Barred Owl
OW,5,16,NE,54.90086,-111.80167,23-Mar-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,1,1,CT,55.4447,-111.11791,23-Mar-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,1,1,SE,55.43776,-111.10535,23-Mar-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,1,1,NE,55.45184,-111.10526,23-Mar-13,0:00:00,10 minutes,BADO,1,Strix,varia,Barred Owl
OW,5,16,SW,54.88631,-111.82633,24-Mar-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,4,12,NW,55.72906,-112.45612,25-Mar-13,0:00:00,10 minutes,AMCR,1,Corvus,brachyrhynchos,American Crow
OW,5,16,NE,54.90086,-111.80167,25-Mar-13,0:00:00,10 minutes,BADO,1,Strix,varia,Barred Owl
OW,2,6,C2,55.81401,-111.45588,25-Mar-13,0:00:00,10 minutes,COYT,1,Canis,latrans,Coyote
OW,2,6,SW,55.80692,-111.44969,25-Mar-13,0:00:00,10 minutes,COYT,1,Canis,latrans,Coyote
OW,1,3,NE,55.3501,-111.13975,26-Mar-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,5,16,W1,54.88556,-111.79453,27-Mar-13,0:00:00,10 minutes,COYT,1,Canis,latrans,Coyote
OW,1,3,SW,55.33581,-111.16496,27-Mar-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,4,12,W1,55.72773,-112.3301,28-Mar-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,1,3,SE,55.33572,-111.1397,28-Mar-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,4,11,NE,55.73151,-112.48072,29-Mar-13,0:00:00,10 minutes,BADO,1,Strix,varia,Barred Owl
OW,4,11,NE,55.73151,-112.48072,29-Mar-13,0:00:00,10 minutes,BCFR,1,Pseudacris, maculata,Boreal Chorus Frog
OW,5,15,SW,54.86279,-111.70442,29-Mar-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,5,15,CT,54.86996,-111.69115,29-Mar-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,5,15,NE,54.87731,-111.67973,29-Mar-13,0:00:00,10 minutes,GHOW,2,Bubo,virginianus,Great Horned Owl
OW,5,15,SE,54.86293,-111.67949,29-Mar-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,2,6,C2,55.81401,-111.45588,29-Mar-13,0:00:00,10 minutes,BBMA,1,Pica,hudsonia,Black-billed Magpie
OW,1,1,NW,55.45188,-111.13048,29-Mar-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,5,15,CT,54.86996,-111.69115,30-Mar-13,0:00:00,10 minutes,BADO,2,Strix,varia,Barred Owl
OW,5,15,NE,54.87731,-111.67973,30-Mar-13,0:00:00,10 minutes,BADO,2,Strix,varia,Barred Owl
OW,5,15,SE,54.86293,-111.67949,30-Mar-13,0:00:00,10 minutes,BADO,2,Strix,varia,Barred Owl
OW,1,3,NE,55.3501,-111.13975,30-Mar-13,0:00:00,10 minutes,CANG,1,Branta,canadensis,Canada Goose
OW,1,3,NE,55.3501,-111.13975,30-Mar-13,0:00:00,10 minutes,WOFR,1,Rana, sylvatica,Wood Frog
OW,4,12,W1,55.72773,-112.3301,31-Mar-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,5,15,CT,54.86996,-111.69115,01-Apr-13,0:00:00,10 minutes,COYT,2,Canis,latrans,Coyote
OW,5,15,CT,54.86996,-111.69115,01-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,5,15,NE,54.87731,-111.67973,01-Apr-13,0:00:00,10 minutes,COYT,2,Canis,latrans,Coyote
OW,5,15,NE,54.87731,-111.67973,01-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,5,15,SE,54.86293,-111.67949,01-Apr-13,0:00:00,10 minutes,COYT,1,Canis,latrans,Coyote
OW,2,4,SE,55.79169,-111.3015,01-Apr-13,0:00:00,10 minutes,BCFR,1,Pseudacris, maculata,Boreal Chorus Frog
OW,5,15,CT,54.86996,-111.69115,02-Apr-13,0:00:00,10 minutes,BLJA,1,Cyanocitta,cristata,Blue Jay
OW,9,28,NW,55.06822,-111.8408,03-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,5,15,SW,54.86279,-111.70442,03-Apr-13,0:00:00,10 minutes,NSWO,1,Aegolius,acadicus,Northern Saw-whet Owl
OW,5,15,SW,54.86279,-111.70442,04-Apr-13,0:00:00,10 minutes,CANG,1,Branta,canadensis,Canada Goose
OW,5,15,NE,54.87731,-111.67973,04-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,5,15,SE,54.86293,-111.67949,04-Apr-13,12:00:01,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,9,28,SW,55.05376,-111.84043,05-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,8,24,SE,55.55628,-110.90734,06-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,8,25,SW,55.56957,-110.72972,07-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,8,25,NW,55.58393,-110.72972,07-Apr-13,0:00:00,10 minutes,GHOW,2,Bubo,virginianus,Great Horned Owl
OW,8,25,SE,55.56949,-110.70445,07-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,8,25,NE,55.58387,-110.70434,07-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,8,23,CT,55.59265,-110.98165,08-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,8,23,W1,55.55227,-110.97126,08-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,8,23,SE,55.58546,-110.96896,08-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,8,23,NE,55.59984,-110.96895,08-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,9,26,NW,55.12661,-112.03958,09-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,9,26,SW,55.11224,-112.03918,09-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,9,26,CT,55.1195,-112.02674,09-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,9,27,W2,55.04957,-111.86844,09-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,9,28,SW,55.05376,-111.84043,09-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,8,25,NE,55.58387,-110.70434,09-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,20,59,SE,55.44818,-110.79439,10-Apr-13,0:00:00,10 minutes,RWBL,1,Agelaius,phoeniceus,Red-winged Blackbird
OW,8,25,SE,55.56949,-110.70445,10-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,14,43,NE,55.71784,-111.25244,11-Apr-13,0:00:00,10 minutes,COYT,1,Canis,latrans,Coyote
OW,14,43,SE,55.7035,-111.25232,11-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,14,43,W1,55.68228,-111.24854,11-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,14,43,W2,55.6922,-111.23551,11-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,14,41,NW,55.74586,-111.16925,11-Apr-13,0:00:00,10 minutes,COYT,1,Canis,latrans,Coyote
OW,14,41,CT,55.73869,-111.15647,11-Apr-13,0:00:00,10 minutes,COYT,1,Canis,latrans,Coyote
OW,14,41,CT,55.73869,-111.15647,11-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,14,41,NE,55.7459,-111.14376,11-Apr-13,0:00:00,10 minutes,MODO,1,Zenaida,macroura,Mourning Dove
OW,14,42,NE,55.70934,-111.14375,11-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,14,41,SE,55.73152,-111.14371,11-Apr-13,0:00:00,10 minutes,COYT,1,Canis,latrans,Coyote
OW,21,69,CT,56.26751,-111.05554,11-Apr-13,0:00:00,10 minutes,BADO,1,Strix,varia,Barred Owl
OW,8,23,W1,55.55227,-110.97126,12-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,12,37,CT,56.12155,-111.89778,13-Apr-13,0:00:00,10 minutes,AMCR,1,Corvus,brachyrhynchos,American Crow
OW,14,42,CT,55.70214,-111.15646,13-Apr-13,0:00:00,10 minutes,COYT,1,Canis,latrans,Coyote
OW,21,68,NE,56.26593,-110.90233,13-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,12,35,NW,56.12018,-111.71982,14-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,12,35,NE,56.12069,-111.69395,14-Apr-13,0:00:00,10 minutes,WOFR,1,Rana, sylvatica,Wood Frog
OW,14,43,NE,55.71784,-111.25244,15-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,8,24,NE,55.57065,-110.9086,16-Apr-13,0:00:00,10 minutes,CORA,1,Corvus,corax,Common Raven
OW,8,24,NE,55.57065,-110.9086,16-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,23,75,NE,56.41222,-110.90275,18-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,20,60,NE,55.38788,-110.73202,18-Apr-13,0:00:00,10 minutes,GHOW,2,Bubo,virginianus,Great Horned Owl
OW,12,37,NW,56.12865,-111.91081,19-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,12,35,SE,56.10632,-111.69369,19-Apr-13,0:00:00,10 minutes,GGOW,1,Strix,nebulosa,Great Gray Owl
OW,20,60,NE,55.38788,-110.73202,19-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,10,29,SW,55.80713,-110.86961,22-Apr-13,0:00:00,10 minutes,COYT,1,Canis,latrans,Coyote
OW,10,29,NW,55.8215,-110.86957,22-Apr-13,0:00:00,10 minutes,COYT,1,Canis,latrans,Coyote
OW,10,29,CT,55.8143,-110.85682,22-Apr-13,0:00:00,10 minutes,COYT,1,Canis,latrans,Coyote
OW,10,30,SW,55.8151,-110.80501,22-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,16,49,SE,56.1244,-110.88801,24-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,16,48,SW,56.15949,-110.84885,24-Apr-13,0:00:00,10 minutes,RBNU,1,Sitta,canadensis,Red-breasted Nuthatch
OW,16,48,SE,56.15946,-110.82309,24-Apr-13,0:00:00,10 minutes,COYT,1,Canis,latrans,Coyote
OW,16,48,SE,56.15946,-110.82309,24-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,16,48,NE,56.17384,-110.82302,24-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,16,48,NE,56.17384,-110.82302,24-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,16,47,W2,56.20638,-110.73756,24-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,16,47,W1,56.19053,-110.73682,24-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,16,47,W1,56.19053,-110.73682,24-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,16,47,NW,56.18812,-110.72884,24-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,16,47,NE,56.18824,-110.70296,24-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,10,31,SW,55.79892,-110.70042,24-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,10,31,NW,55.81327,-110.70042,24-Apr-13,0:00:00,10 minutes,BADO,2,Strix,varia,Barred Owl
OW,10,31,NE,55.8132,-110.67489,24-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,7,21,NW,55.22688,-112.77243,25-Apr-13,0:00:00,10 minutes,CANG,1,Branta,canadensis,Canada Goose
OW,7,21,NW,55.22688,-112.77243,25-Apr-13,0:00:00,10 minutes,COYT,2,Canis,latrans,Coyote
OW,7,21,SW,55.21251,-112.77179,25-Apr-13,0:00:00,10 minutes,COYT,2,Canis,latrans,Coyote
OW,7,21,CT,55.21988,-112.75954,25-Apr-13,0:00:00,10 minutes,COYT,1,Canis,latrans,Coyote
OW,7,21,NE,55.22725,-112.74729,25-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,7,21,W1,55.21834,-112.73026,25-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,7,20,CT,55.19468,-112.70729,25-Apr-13,0:00:00,10 minutes,COYT,1,Canis,latrans,Coyote
OW,7,20,NE,55.2019,-112.69523,25-Apr-13,0:00:00,10 minutes,COYT,2,Canis,latrans,Coyote
OW,7,20,SE,55.1874,-112.69471,25-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,7,20,SE,55.1874,-112.69471,25-Apr-13,0:00:00,10 minutes,COYT,2,Canis,latrans,Coyote
OW,10,29,SE,55.80708,-110.84404,25-Apr-13,0:00:00,10 minutes,AMCR,1,Corvus,brachyrhynchos,American Crow
OW,10,30,NW,55.8295,-110.80482,25-Apr-13,0:00:00,10 minutes,BLJA,1,Cyanocitta,cristata,Blue Jay
OW,27,77,NE,55.35976,-110.61932,25-Apr-13,0:00:00,10 minutes,BCFR,1,Pseudacris, maculata,Boreal Chorus Frog
OW,27,77,NE,55.35976,-110.61932,25-Apr-13,0:00:00,10 minutes,GRAJ,1,Perisoreus,canadensis,Gray Jay
OW,7,20,CT,55.19468,-112.70729,26-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,7,22,SE,55.18873,-112.57101,26-Apr-13,0:00:00,10 minutes,RUGR,1,Bonasa,umbellus,Ruffed Grouse
OW,7,22,NW,55.20829,-112.5703,26-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,22,71,SE,56.29724,-110.94016,26-Apr-13,0:00:00,10 minutes,GGOW,1,Strix,nebulosa,Great Gray Owl
OW,16,49,SE,56.1244,-110.88801,26-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,16,48,SW,56.15949,-110.84885,26-Apr-13,0:00:00,10 minutes,BADO,1,Strix,varia,Barred Owl
OW,16,48,SE,56.15946,-110.82309,26-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,16,48,NE,56.17384,-110.82302,26-Apr-13,0:00:00,10 minutes,BADO,2,Strix,varia,Barred Owl
OW,16,48,NE,56.17384,-110.82302,26-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,16,47,W2,56.20638,-110.73756,26-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,16,47,NE,56.18824,-110.70296,26-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,27,78,SW,55.39678,-110.57052,26-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,7,21,W1,55.21834,-112.73026,27-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,7,20,NW,55.20152,-112.72029,27-Apr-13,0:00:00,10 minutes,RUGR,1,Bonasa,umbellus,Ruffed Grouse
OW,7,20,SW,55.18718,-112.71974,27-Apr-13,0:00:00,10 minutes,RUGR,1,Bonasa,umbellus,Ruffed Grouse
OW,7,20,CT,55.19468,-112.70729,27-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,7,20,CT,55.19468,-112.70729,27-Apr-13,0:00:00,10 minutes,RUGR,1,Bonasa,umbellus,Ruffed Grouse
OW,7,20,NE,55.2019,-112.69523,27-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,7,20,SE,55.1874,-112.69471,27-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,7,22,SW,55.19893,-112.58878,27-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,13,39,W2,54.69219,-110.73959,27-Apr-13,0:00:00,10 minutes,CANG,1,Branta,canadensis,Canada Goose
OW,13,39,W2,54.69219,-110.73959,27-Apr-13,0:00:00,10 minutes,FRGU,1,Leucophaeus,pipixcan,Franklin's Gull
OW,13,38,SW,54.69337,-110.73527,27-Apr-13,0:00:00,10 minutes,CANG,1,Branta,canadensis,Canada Goose
OW,13,38,NW,54.70774,-110.73518,27-Apr-13,0:00:00,10 minutes,CANG,1,Branta,canadensis,Canada Goose
OW,13,38,CT,54.70053,-110.72281,27-Apr-13,0:00:00,10 minutes,CANG,2,Branta,canadensis,Canada Goose
OW,13,38,C2,54.69829,-110.71905,27-Apr-13,0:00:00,10 minutes,BCFR,2,Pseudacris, maculata,Boreal Chorus Frog
OW,13,39,SW,54.7313,-110.69455,27-Apr-13,0:00:00,10 minutes,COYT,1,Canis,latrans,Coyote
OW,13,39,NE,54.74684,-110.66992,27-Apr-13,0:00:00,10 minutes,WOFR,1,Rana, sylvatica,Wood Frog
OW,13,39,W1,54.73154,-110.66036,27-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,7,20,CT,55.19468,-112.70729,29-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,7,20,CT,55.19468,-112.70729,29-Apr-13,0:00:00,10 minutes,RUGR,1,Bonasa,umbellus,Ruffed Grouse
OW,21,70,NE,56.31429,-111.03684,29-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,6,17,NW,54.62227,-111.0266,29-Apr-13,0:00:00,10 minutes,AMCR,1,Corvus,brachyrhynchos,American Crow
OW,6,18,CT,54.64349,-110.96848,29-Apr-13,0:00:00,10 minutes,BADO,1,Strix,varia,Barred Owl
OW,6,18,SE,54.63629,-110.95609,29-Apr-13,0:00:00,10 minutes,BOOW,2,Aegolius,funereus,Boreal Owl
OW,6,19,SE,54.64828,-110.88923,29-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,10,29,SW,55.80713,-110.86961,29-Apr-13,0:00:00,10 minutes,MALL,1,Anas,platyrhynchos,Mallard
OW,10,29,NE,55.82147,-110.84403,29-Apr-13,0:00:00,10 minutes,CORA,1,Corvus,corax,Common Raven
OW,10,30,SE,55.815,-110.7793,29-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,10,30,SE,55.815,-110.7793,29-Apr-13,0:00:00,10 minutes,GHOW,2,Bubo,virginianus,Great Horned Owl
OW,10,30,SE,55.815,-110.7793,29-Apr-13,0:00:00,10 minutes,NSWO,1,Aegolius,acadicus,Northern Saw-whet Owl
OW,10,30,NE,55.82951,-110.7793,29-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,13,38,C2,54.69829,-110.71905,29-Apr-13,0:00:00,10 minutes,BCFR,2,Pseudacris, maculata,Boreal Chorus Frog
OW,13,38,C2,54.69829,-110.71905,29-Apr-13,0:00:00,10 minutes,WOFR,1,Rana, sylvatica,Wood Frog
OW,13,39,SW,54.7313,-110.69455,29-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,13,39,SW,54.7313,-110.69455,29-Apr-13,0:00:00,10 minutes,WOFR,1,Rana, sylvatica,Wood Frog
OW,13,39,NE,54.74684,-110.66992,29-Apr-13,0:00:00,10 minutes,WOFR,1,Rana, sylvatica,Wood Frog
OW,13,39,SE,54.73223,-110.66984,29-Apr-13,0:00:00,10 minutes,RBGU,1,Larus,delawarensis,Ring-billed Gull
OW,27,79,CT,55.44089,-110.5787,29-Apr-13,0:00:00,10 minutes,MALL,1,Anas,platyrhynchos,Mallard
OW,6,17,SW,54.60784,-111.02645,30-Apr-13,0:00:00,10 minutes,COYT,1,Canis,latrans,Coyote
OW,6,17,CT,54.61509,-111.01404,30-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,6,18,C2,54.64044,-110.97003,30-Apr-13,0:00:00,10 minutes,BCFR,1,Pseudacris, maculata,Boreal Chorus Frog
OW,6,18,C2,54.64044,-110.97003,30-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,6,18,CT,54.64349,-110.96848,30-Apr-13,0:00:00,10 minutes,WOFR,1,Rana, sylvatica,Wood Frog
OW,6,18,SE,54.63629,-110.95609,30-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,16,49,NE,56.13877,-110.88797,30-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,16,48,SW,56.15949,-110.84885,30-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,16,48,CT,56.16667,-110.83593,30-Apr-13,0:00:00,10 minutes,GGOW,1,Strix,nebulosa,Great Gray Owl
OW,16,48,C2,56.16642,-110.83141,30-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,16,48,C2,56.16642,-110.83141,30-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,16,48,SE,56.15946,-110.82309,30-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,16,48,SE,56.15946,-110.82309,30-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,16,48,NE,56.17384,-110.82302,30-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,16,47,SW,56.1741,-110.72894,30-Apr-13,0:00:00,10 minutes,BADO,2,Strix,varia,Barred Owl
OW,27,77,SW,55.34534,-110.64516,30-Apr-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,27,78,SW,55.39678,-110.57052,30-Apr-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,27,79,NE,55.44799,-110.56565,30-Apr-13,0:00:00,10 minutes,BCCH,1,Poecile,atricapillus,Black-capped Chickadee
OW,27,79,NE,55.44799,-110.56565,30-Apr-13,0:00:00,10 minutes,HETH,1,Catharus,guttatus,Hermit Thrush
OW,7,21,NW,55.22688,-112.77243,01-May-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,7,21,SE,55.21287,-112.74666,01-May-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,7,20,CT,55.19468,-112.70729,01-May-13,0:00:00,10 minutes,RUGR,1,Bonasa,umbellus,Ruffed Grouse
OW,7,20,SE,55.1874,-112.69471,01-May-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,3,7,SW,56.40011,-111.63713,01-May-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,3,7,SW,56.40011,-111.63713,01-May-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,3,7,SE,56.4008,-111.61081,01-May-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,3,7,SE,56.4008,-111.61081,01-May-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,3,8,NW,56.27683,-111.55622,01-May-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
OW,3,8,SE,56.26256,-111.53047,01-May-13,0:00:00,10 minutes,BCCH,1,Poecile,atricapillus,Black-capped Chickadee
OW,3,9,SW,56.26341,-111.5084,01-May-13,0:00:00,10 minutes,SORA,1,Porzana,carolina,Sora
OW,3,9,SE,56.26318,-111.48239,01-May-13,0:00:00,10 minutes,MALL,1,Anas,platyrhynchos,Mallard
OW,6,18,C2,54.64044,-110.97003,01-May-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,10,30,SE,55.815,-110.7793,01-May-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,10,30,NE,55.82951,-110.7793,01-May-13,0:00:00,10 minutes,GHOW,1,Bubo,virginianus,Great Horned Owl
OW,27,77,NW,0,0,01-May-13,0:00:00,10 minutes,GHOW,2,Bubo,virginianus,Great Horned Owl
OW,7,20,NW,55.20152,-112.72029,02-May-13,0:00:00,10 minutes,BOOW,1,Aegolius,funereus,Boreal Owl
