NPRI_ID,Facility_name,Company_name,Address,City,Province,PostalCode,Latitude,Longitude,Emissions,Units,Report_year
30003,Sil Industrial Minerals Lamont Plant,543077 Alberta Ltd.,570079 Range Road,Bruderheim,Alberta,T0B 0S0,53.9,-112.92,1.98,Tonnes (t),2017
19544,Wroe 8-12,Tourmaline Oil Corp,3700 - 250 6th Avenue Southwest,Calgary,Alberta,T2P 3H7,53.91,-117.57,1.63,Tonnes (t),2017
24262,Amoco Pine 10-12,Apache Canada Ltd.,N/A,N/A,Alberta,N/A,53.91,-116.67,-,Tonnes (t),2017
21249,Fairydell Battery 03-21-057-24w4,Coastal Resources Ltd.,,Fairydell,Alberta,,53.93,-113.49,-,Tonnes (t),2017
24067,Pine Oil Battery 14-16,Sinopec Canada,,N/A,Alberta,,53.93,-116.91,-,Tonnes (t),2017
23210,Findley 09-24,Ikkuma Resources Corp.,2700 - 605 5th Avenue Southwest,Calgary,Alberta,T2P 3H5,53.94,-118.74,0.39,Tonnes (t),2017
27504,Findley 8-24,Ikkuma Resources Corp.,2700 - 605 5th Avenue Southwest,Calgary,Alberta,T2P 3H5,53.94,-118.74,0.49,Tonnes (t),2017
438,Redwater Sour Gas Plant 01-29,ARC Resources,,N/A,Alberta,,53.95,-113.07,1.52,Tonnes (t),2017
6939,Legal Alfalfa Products - Legal,Legal Alfalfa Products Ltd.,57420 Range Road 252a,Legal,Alberta,T0G1L0,53.95,-113.62,125,Tonnes (t),2017
18396,Wild River West Gas Battery 08-30-057-24w5,Canadian Natural Resources Limited,N/A,N/A,Alberta,N/A,53.95,-117.55,0.63,Tonnes (t),2017
18724,Findley 11-26,Devon Canada Corporation,,Lelandsp,Alberta,,53.95,-118.77,-,Tonnes (t),2017
23194,Duvernay Fir Central 09-29-057-21-W5,Tourmaline Oil Corp,,Yellowhead County,Alberta,,53.95,-117.07,-,Tonnes (t),2017
23145,Leaman 08-36,Lightstream Resources Ltd.,,N/A,Alberta,,53.96,-115.34,-,Tonnes (t),2017
6701,Redwater Cogeneration Plant,TransCanada Energy Ltd.,,Redwater,Alberta,T0A2W0,53.97,-113.08,0.9,Tonnes (t),2017
18566,Pine Creek 3-3,Semcams ULC,,Edson,Alberta,,53.97,-116.75,2.66,Tonnes (t),2017
22551,Cecilia Sweet Gas Plant 14-36-057-23w5,Canadian Natural Resources Limited,N/A,N/A,Alberta,N/A,53.97,-117.28,1.52,Tonnes (t),2017
22978,Wild Hay Bt 14-36,Canadian Natural Resources Limited,14-36-057-23w5,N/A,Alberta,,53.97,-117.28,-,Tonnes (t),2017
27964,Saturn Deepcut Gas Plant 12-36,Pembina Pipeline Corporation,Unnamed Rd,Greenview No. 16,Alberta,,53.97,-117.29,8.18,Tonnes (t),2017
16900,Kaybob 14-05,Husky Oil Operations Limited,,N/A,Alberta, ,53.98,-116.95,-,Tonnes (t),2017
19545,Cecilia 15-4,Shell Canada Limited,,Cecilia,Alberta,A9A9A9,53.98,-117.35,-,Tonnes (t),2017
15909,Saddle Lake Compressor Station 09-09-058-11w4,Canadian Natural Resources Limited,N/A,N/A,Alberta,N/A,53.99,-111.56,0.51,Tonnes (t),2017
29558,Duverney 15-04,Tourmaline Oil Corp,3700 - 250 6th Avenue Southwest,Calgary,Alberta,T2P 3H7,53.99,-117.35,1.39,Tonnes (t),2017
1039,H.R.Milner Generating Station,Milner Power Limited Partnership By Its Gp Milner Power Inc.,40 Highway North,Grande Cache,Alberta,T0E0Y0,54,-119.1,11.25,Tonnes (t),2017
17068,Kisku Gas Plant 13-09-058-02w6,Ikkuma Resources Corp.,,Greenview,Alberta,,54,-118.24,-,Tonnes (t),2017
23560,Grande Cache Coal Corporation,Grande Cache Coal Corporation,40 Highway,Grande Cache,Alberta,T0E0Y0,54,-119.1,0.37,Tonnes (t),2017
24251,Horse 16-17-058-26-W5,Tourmaline Oil Corp,,Hinton,Alberta,,54.01,-117.81,2.81,Tonnes (t),2017
26128,Lindbergh 7-13,Pengrowth Energy Corporation,,Kehewin,Alberta,T0A 1C0,54.01,-110.6,-,Tonnes (t),2017
16384,Horse Sweet Gas Plant 14-23-058-26w5,Canadian Natural Resources Limited,N/A,N/A,Alberta,N/A,54.03,-117.75,1.55,Tonnes (t),2017
29066,Lindbergh Sagd 04-25,Pengrowth Energy Corporation,,Lindbergh,Alberta,T0A 2J0,54.03,-110.62,6.65,Tonnes (t),2017
6706,Berland River,TransCanada Pipelines Ltd.,,N/A,Alberta,,54.04,-117.42,-,Tonnes (t),2017
21218,Barrhead Division (Can-Oat) Viterra,Viterra Inc.,,Barrhead,Alberta,T7N1A5,54.04,-114.13,-,Tonnes (t),2017
18528,Smoky Sweet Gas Plant 07-36-058-03w6,Canadian Natural Resources Limited,N/A,N/A,Alberta,N/A,54.05,-118.3,1.64,Tonnes (t),2017
21387,Horse 05-29 -058-22-W5,Tourmaline Oil Corp,,Yellowhead County,Alberta,,54.05,-117.24,-,Tonnes (t),2017
23761,Jupiter Sweet Gas Plant,Talisman Energy,N/A,N/A,Alberta,N/A,54.05,-117.44,-,Tonnes (t),2017
22884,Leland Comp Stn 14-34-058-26-W5,Tourmaline Oil Corp,,Hinton,Alberta,,54.06,-117.78,-,Tonnes (t),2017
25282,Surge Windfall 16-4 Battery,Surge Energy Inc.,,Woodlands County,Alberta,,54.07,-116.17,-,Tonnes (t),2017
25297,Surge Corinthian Wind 13-03,Surge Energy Inc.,,Woodlands County,Alberta,,54.07,-116.17,-,Tonnes (t),2017
29229,Xto South Kaybob 14-04-059-19w5,XTO Energy Canada ULC,C2a.116 - 505 Quarry Park Boulevard Sout,Calgary,Alberta,T2C5N1,54.07,-116.79,-,Tonnes (t),2017
29550,Leland 01-12,Tourmaline Oil Corp,3700 - 250 6th Avenue Southwest,Calgary,Alberta,T2P 3H7,54.08,-117.75,-,Tonnes (t),2017
18373,Berland Sweet Plant 14-15-059-24-W5,Tourmaline Oil Corp,,Greenview,Alberta, ,54.1,-117.51,1.84,Tonnes (t),2017
18013,Amoco Windfall Heavysound 15-9,Sw Resources Ulc,,N/A,Alberta,T2P 2W2,54.11,-116.27,-,Tonnes (t),2017
26187,Greencourt 01-29-059-06w5,Baytex Energy Ltd,,Greencourt,Alberta,,54.11,-114.85,-,Tonnes (t),2017
21618,Trilogy Fir 08-28-59-20 W5,Paramount Resources Ltd.,,N/A,Alberta,,54.12,-116.92,0.52,Tonnes (t),2017
21914,Trilogy Presley 03-29 100%,Paramount Resources Ltd.,,N/A,Alberta,,54.12,-116.81,1.58,Tonnes (t),2017
29108,Amoco Windfall Gas Gathering System,Sw Resources Ulc,,Calgary,Alberta,T3H 3S5,54.12,-112.26,-,Tonnes (t),2017
29238,Windfall 14-24,Outlier Resources Ltd.,,Woodlands County,Alberta,,54.12,-116.26,0.58,Tonnes (t),2017
29493,Chevron 06-25-059-20w5 Multiwell Bat,Chevron Canada Resources,,Fox Creek,Alberta,,54.12,-116.86,0.44,Tonnes (t),2017
3757,Petro-Can Whitecourt,Taqa North Ltd.,,Whitecourt,Alberta,,54.13,-115.54,3.93,Tonnes (t),2017
6505,Whitecourt Solid Wood Division,Millar Western Forest Products Ltd.,5004 42nd Street,Whitecourt,Alberta,T7S1N2,54.13,-115.68,17.23,Tonnes (t),2017
15916,Greencourt Sour Gas Plant 09-26-059-09w5,Canadian Natural Resources Limited,N/A,N/A,Alberta,N/A,54.13,-115.23,0.82,Tonnes (t),2017
878,Whitecourt Pulp Division,Millar Western Forest Products Ltd.,50 - Mill Road,Whitecourt,Alberta,T7S1N9,54.14,-115.69,5.32,Tonnes (t),2017
4830,Ranger Board,West Fraser Mills Ltd.,595007 Highway 658 Highway North,Blue Ridge,Alberta,T0E0B0,54.14,-115.35,37.82,Tonnes (t),2017
5358,Blue Ridge Lumber Inc,West Fraser Mills Ltd.,5950057 Highway 658 Highway North,Blue Ridge,Alberta,T0E0B0,54.14,-115.35,20.47,Tonnes (t),2017
27009,Berland River Battery 02-32,ConocoPhillips Canada Resources Corp.,,N/A,Alberta,,54.14,-117.41,-,Tonnes (t),2017
26430,Torc Fir 01-01-060-21w5,TORC Oil & Gas Ltd.,,Fir,Alberta,,54.15,-117,-,Tonnes (t),2017
26436,Torc Kaybob Oil Battery 04-01-060-20w5,TORC Oil & Gas Ltd.,N/A,N/A,Alberta,N/A,54.15,-116.86,1.41,Tonnes (t),2017
29456,Trouw Nutrition Canada Inc. Westlock Ab,Trouw Nutrition Canada Inc. (Hp),9415 109 Street Street North,Westlock,Alberta,T7P 2M6,54.15,-113.87,4.28,Tonnes (t),2017
29929,Paramount Kaybob South 01-01-060-20 W5m,Paramount Resources Ltd.,,N/A,Alberta, ,54.15,-116.85,0.69,Tonnes (t),2017
18225,Whitecourt Electric Power Generating Facility,Whitecourt Power Limited Partnership,3 Km Northwest of Whitecourt on the Sout,Whitecourt,Alberta,T7S1P6,54.16,-115.73,5.38,Tonnes (t),2017
18774,P-03 Whitecourt,E Construction Ltd.,,Whitecourt,Alberta,,54.16,-115.76,18.21,Tonnes (t),2017
25220,Resthaven 02-10,XTO Energy Canada ULC,C2a.116 - 505 Quarry Park Boulevard Sout,Calgary,Alberta,T2C5N1,54.16,-118.05,1.65,Tonnes (t),2017
1028,Alberta Newsprint,Alberta Newsprint Co.,43 Highway,Whitecourt,Alberta,T7S1P9,54.17,-115.8,7.75,Tonnes (t),2017
18023,Petromet Bigstone West Fir 14-28-59-22,Repsol Oil & Gas Canada Inc.,N/A,N/A,Alberta,N/A,54.17,-117.32,3.15,Tonnes (t),2017
19564,Resthaven Sweet Gas Plant 07-11,Encana Corporation,N/A,N/A,Alberta,N/A,54.17,-118.33,-,Tonnes (t),2017
21446,Resthaven Sweet Gas Plant 08-11,Encana Corporation,N/A,N/A,Alberta,N/A,54.17,-118.33,-,Tonnes (t),2017
21871,Lynx,Ikkuma Resources Corp.,2700 - 605 5th Avenue Southwest,Calgary,Alberta,T2P 3H5,54.17,-119.53,1.14,Tonnes (t),2017
22105,Kaybob Sour Gas Processing Plant 15-07-060-18 W5m,XTO Energy Canada ULC,C2a.116 - 505 Quarry Park Boulevard Sout,Calgary,Alberta,T2C5N1,54.17,-116.68,3.31,Tonnes (t),2017
27963,Resthaven Sweet Gas Plant 08-11,Pembina Pipeline Corporation,,N/A,Alberta,,54.17,-118.32,11.59,Tonnes (t),2017
4138,Windfall 8-17 Gp,Semcams ULC,,Whitecourt,Alberta,T7S1P9,54.18,-116.21,-,Tonnes (t),2017
24427,Resthaven Gas Battery 02-16,Cenovus Energy Inc.,N/A,N/A,Alberta,N/A,54.18,-118.08,-,Tonnes (t),2017
26434,Torc Hz Kaybob 1-14-60-20w5,TORC Oil & Gas Ltd.,,Kaybob,Alberta,,54.18,-116.9,-,Tonnes (t),2017
28615,Journey 06-15-060-14 W5,Journey Energy Inc.,,N/A,Alberta,,54.18,-116.01,-,Tonnes (t),2017
683,Kaybob South #3 Gas Plant,Semcams ULC,Kaybob South #3 Road,Fox Creek,Alberta,T0H 1P0,54.19,-116.63,5.55,Tonnes (t),2017
21640,Kaybob 02-20-060-19w5,Celtic Exploration Ltd.,,Kaybob,Alberta,,54.19,-116.76,-,Tonnes (t),2017
23883,Para 03-21-060-04w6 Gas Battery,Paramount Resources Ltd.,,N/A,Alberta,,54.19,-118.54,-,Tonnes (t),2017
26460,12-15-060-17 W5m,Tangle Creek Energy Ltd.,,Whitecourt,Alberta,,54.19,-116.44,0.57,Tonnes (t),2017
27901,South Kaybob 02-20,XTO Energy Canada ULC,C2a.116 - 505 Quarry Park Boulevard Sout,Calgary,Alberta,T2C5N1,54.19,-116.8,0.57,Tonnes (t),2017
28793,01-20-060-17 W5m,Tangle Creek Energy Ltd.,,Whitecourt,Alberta,,54.19,-116.5,-,Tonnes (t),2017
15238,Pass Creek Sweet Gas Plant 11-19-060-19w5,Canadian Natural Resources Limited,N/A,N/A,Alberta,N/A,54.2,-116.84,-,Tonnes (t),2017
15562,Fox Creek 15-24-060-22w5,Paramount Resources Ltd.,N/A,N/A,Alberta,N/A,54.2,-117.16,-,Tonnes (t),2017
16119,Fox Creek Gas Plant,Semcams ULC,,Edson,Alberta,,54.2,-116.76,-,Tonnes (t),2017
24161,Rmp Kaybob 10-22 Compressor,Tangle Creek Energy Ltd.,,Whitecourt,Alberta,,54.2,-116.76,-,Tonnes (t),2017
24463,Caltex Gas Battery 08-24,Crew Energy Inc.,,N/A,Alberta,,54.2,-117.9,-,Tonnes (t),2017
28932,Steel Reef Kaybob 04-26-060-18w5,Orlen Upstream Canada Ltd.,,N/A,Alberta,,54.21,-116.59,1.62,Tonnes (t),2017
29971,Placid 6-29,Athabasca Oil Corporation,,Fox Creek,Alberta,,54.21,-117.41,1.12,Tonnes (t),2017
22280,Kakwa Gas Processing 01-35-060-05w6,Jupiter Resources Inc.,Amarada Rd.,Greenview No. 16,Alberta,,54.22,-118.62,-,Tonnes (t),2017
22862,Kakwa Gas Battery 01-35 (Abbt0098047),Encana Corporation,N/A,N/A,Alberta,N/A,54.22,-118.62,-,Tonnes (t),2017
23422,Placid Gas Battery 06-31,Cenovus Energy Inc.,N/A,N/A,Alberta,N/A,54.22,-117.58,-,Tonnes (t),2017
28792,11-29-060-18 W5m,Tangle Creek Energy Ltd.,,Whitecourt,Alberta,,54.22,-116.66,-,Tonnes (t),2017
17426,Clover A &Amp; B-Plant 09-34,Paramount Resources Ltd.,,N/A,Alberta,,54.23,-116.61,-,Tonnes (t),2017
21223,Bonnyville Manufacturing Shop,Altus Energy Services,#1 Nusco Way,Bonnyvlle,Alberta,T9N2H3,54.24,-110.68,-,Tonnes (t),2017
23193,Bigstone 03-06,Mapan Energy Ltd.,,Bigstone,Alberta,A9A9A9,54.24,-117.29,-,Tonnes (t),2017
23238,Thunder Sweet Gas Plant 09-06,Trident Exploration Corp,N/A,N/A,Alberta,N/A,54.24,-114.73,-,Tonnes (t),2017
17134,Sugden Compressor Station 03-16,Obsidian Energy Ltd.,N/A,N/A,Alberta,N/A,54.26,-111.14,-,Tonnes (t),2017
18012,Amoco Windfall Heavysound 15-9,Repsol Oil & Gas Canada Inc.,,N/A,Alberta,,54.26,-116.34,-,Tonnes (t),2017
18772,P-29 Bonnyville,E Construction Ltd.,P 29 - 5302 55th Avenue Street South,Bonnyville,Alberta,T9N 2K6,54.27,-110.75,2.08,Tonnes (t),2017
24208,Morse River 03-32,Aspenleaf Energy Ltd.,,Morse River,Alberta,,54.27,-115.71,0.8,Tonnes (t),2017
28773,Kakwa 12-18-061-04-W6,Tourmaline Oil Corp,,Grand Cache,Alberta,,54.27,-118.59,-,Tonnes (t),2017
21706,Carson Creek Gp 4-23,Pengrowth Energy Corporation,,Whitecourt,Alberta,,54.28,-115.69,-,Tonnes (t),2017
23028,Greencourt 13-18 Battery,Nexen Inc.,13-18-061-09w5,Doris,Alberta,,54.28,-115.34,-,Tonnes (t),2017
27966,Carson Creek Gp 4-23,Accel Canada Holdings Limited,,Whitecourt,Alberta,,54.28,-115.69,4.82,Tonnes (t),2017
6940,Windfall Compressor Station,Alliance Pipeline Ltd.,,Fox Creek,Alberta,T0H1P0,54.29,-116.18,1.09,Tonnes (t),2017
17832,Enerplus Kakwa 11-23,Rife Resources Ltd.,,Calgary,Alberta,,54.29,-118.49,-,Tonnes (t),2017
22864,Kakwa Gas Battery 04-26-061-05w6,Jupiter Resources Inc.,Pancan Road,Greenview No. 16,Alberta,,54.3,-118.64,-,Tonnes (t),2017
28140,Jayar 14-29,Strath Resources Ltd.,600 - 301 8 Avenue Southwest,Jayar,Alberta,,54.3,-118.41,0,Tonnes (t),2017
18216,Fox Creek Sour Gas Plant 05-36,Sinopec Canada,,N/A,Alberta,,54.31,-116.57,-,Tonnes (t),2017
23009,Fox Creek Gas Battery 05-36,Sinopec Canada,,N/A,Alberta,,54.31,-116.57,-,Tonnes (t),2017
29231,Xto Energy Canada 13-32-61-22,XTO Energy Canada ULC,C2a.116 - 505 Quarry Park Boulevard Sout,Calgary,Alberta,T2C5N1,54.31,-117.27,-,Tonnes (t),2017
16909,Carson Creek 13-36,Accel Canada Holdings Limited,,Whitecourt,Alberta,,54.32,-115.67,1.13,Tonnes (t),2017
22493,Orion Facilities,Osum Production Corp.,1 No Physical Address Lane,No Physical Address,Alberta,A1A 1A1,54.32,-110.25,5.23,Tonnes (t),2017
22513,Palliser,Ikkuma Resources Corp.,2700 - 605 5th Avenue Southwest,Calgary,Alberta,T2P 3H5,54.32,-119.81,0.73,Tonnes (t),2017
28161,Fox Creek Gas Battery 16-32,Sinopec Canada,,N/A,Alberta,,54.32,-116.5,-,Tonnes (t),2017
28737,Kaybob Swd,Secure Energy Services Inc.,PO Box 329,Fox Creek,Alberta,T0H 1P0,54.32,-116.61,0,Tonnes (t),2017
29868,Jayar 09-03-062-03w6,Strath Resources Ltd.,600 - 301 8 Avenue Southwest,Jayar,Alberta,,54.33,-118.35,0,Tonnes (t),2017
16117,Fox Creek 12-12,Celtic Exploration Ltd.,,Woodlands County,Alberta,,54.34,-116.57,-,Tonnes (t),2017
16358,Narraway Sweet Gas Plant 10-08-062-10w6,Canadian Natural Resources Limited,N/A,N/A,Alberta,N/A,54.34,-119.46,2.43,Tonnes (t),2017
21548,Tucker Thermal,Husky Oil Operations Limited,0,Bonnyville,Alberta,T9N2G7,54.34,-110.32,23.25,Tonnes (t),2017
22631,Baytex Sugden 9-11-62-10w4,Baytex Energy Ltd,,Sugden,Alberta,,54.34,-111.38,-,Tonnes (t),2017
27280,Saxon 09-02-062-25w5,Canadian Natural Resources Limited,,N/A,Alberta,,54.34,-117.65,-,Tonnes (t),2017
27828,Jayar 06-08-062-03w6,Strath Resources Ltd.,6 - 301 8 Avenue Southwest,Jayar,Alberta,,54.34,-118.41,0.44,Tonnes (t),2017
29228,Kakwa Gas Plant 07-09-062-08 W6m,Modern Resources Inc.,,Kakwa,Alberta, ,54.34,-119.13,2.11,Tonnes (t),2017
29943,Simonette 5-7,Cequence Energy Ltd.,,Grande Prairie,Alberta,,54.34,-117.74,0.9,Tonnes (t),2017
17833,Enerplus Kakwa 15-07-062-04 W6,Rife Resources Ltd.,,N/A,Alberta,,54.35,-118.58,-,Tonnes (t),2017
17979,Cutbank Gas Plant,Pembina Pipeline Corporation,Unnamed Rd Road,Greenview No. 16,Alberta,,54.35,-119.13,0.62,Tonnes (t),2017
18010,Tourmaline Musreau 02/08-13-062-06-W6 Ggs,Tourmaline Oil Corp,,Grande Cache,Alberta,,54.35,-118.75,3.99,Tonnes (t),2017
21977,Devon Narraway 10-08,Devon Canada Corporation,,Narraway,Alberta,,54.35,-119.46,-,Tonnes (t),2017
24393,Amoco Simonette 11-8-62-25,Canadian Natural Resources Limited,,N/A,Alberta,,54.35,-117.71,-,Tonnes (t),2017
25221,13-11-062-27 W5m Simonette,Kanata Energy Group Ltd.,1900 - 112 4 Avenue Southwest,Grand Prairie,Alberta,,54.35,-117.94,0.6,Tonnes (t),2017
28616,Red Rock Gas Battery 09-07-062-06w6,Jupiter Resources Inc.,Block 60 Road,Greenview No. 16,Alberta,,54.35,-118.87,-,Tonnes (t),2017
5375,Fox Creek Division,Millar Western Forest Products Ltd.,,Fox Creek,Alberta,T0H1P0,54.36,-116.69,2.61,Tonnes (t),2017
17428,Trilogy Fox Creek Gas Group,Paramount Resources Ltd.,,N/A,Alberta,,54.36,-116.62,0.1,Tonnes (t),2017
25287,Chime 08-13,Pembina Pipeline Corporation,Unnamed Rd Road,Greenview No. 16,Alberta,,54.36,-118.75,0.47,Tonnes (t),2017
26516,Red Rock Well Pad 16-13,Encana Corporation,,N/A,Alberta,,54.36,-118.9,-,Tonnes (t),2017
26649,Tourmaline Musreau 02/09-13-062-06-W6,Tourmaline Oil Corp,,Grande Cache,Alberta,,54.36,-118.75,0.71,Tonnes (t),2017
17766,Kaybob Ob 03-24-62-20w5,Razor Energy Corp.,,Fox Creek,Alberta,T0H 1P0,54.37,-116.87,0.68,Tonnes (t),2017
18779,Paramount Kakwa 4-22-062-04w6,Seven Generations Energy Ltd.,,N/A,Alberta,,54.37,-118.52,-,Tonnes (t),2017
26427,Saxon 10-19,Athabasca Oil Corporation,,Fox Creek,Alberta,,54.37,-117.28,0.52,Tonnes (t),2017
26515,Red Rock Well Pad 06-19,Encana Corporation,,N/A,Alberta,,54.37,-118.89,-,Tonnes (t),2017
16111,Fox Creek Trd,Tervita Corp.,,Fox Creek,Alberta,,54.38,-116.96,-,Tonnes (t),2017
17829,Rife Kakwa 04-25-062-05-W6,Rife Resources Ltd.,,Calgary,Alberta,,54.38,-118.62,-,Tonnes (t),2017
25284,Musreau Gas Plant,Pembina Pipeline Corporation,Unnamed Rd Road,Greenview No. 16,Alberta,,54.38,-118.77,7.96,Tonnes (t),2017
26538,Weasone Oil Swb 12-31,Crescent Point Energy Corp.,N/A,N/A,Alberta,N/A,54.38,-115.35,0.87,Tonnes (t),2017
28437,Kaybob 15-28,Semcams ULC,,Kaybob,Alberta,,54.39,-116.93,2.47,Tonnes (t),2017
28709,Musreau Ii 09-26-062-6w6,Pembina Pipeline Corporation,,N/A,Alberta, ,54.39,-118.77,4.38,Tonnes (t),2017
29889,Duvernay Kaybob Complex,Pembina Pipeline Corporation,Bigstone Rd Road,M.D. of Greenview,Alberta,T0H1P0,54.39,-116.94,1.6,Tonnes (t),2017
29956,Waskahigan Mgs 10-29-062-23w5,Pembina Pipeline Corporation,Unnamed Road Road,M.D. of Greenview No. 16,Alberta,T0H1P0,54.39,-117.41,1.36,Tonnes (t),2017
6697,4 Wing Cold Lake,Department of National Defence,,Cold Lake,Alberta,T9M2C6,54.4,-110.27,1.53,Tonnes (t),2017
23261,Sakwatamau 12-32,Vero Energy Inc.,12-32-062-13-5,Sakwatamau,Alberta,,54.4,-115.92,-,Tonnes (t),2017
26501,Kaybob Gas Plant 05-31,Encana Corporation,,N/A,Alberta,,54.4,-117.59,2.18,Tonnes (t),2017
29494,Kaybob 1-31-062-20w5,Chevron Canada Resources,,Fox Creek,Alberta,,54.4,-116.97,0.54,Tonnes (t),2017
16105,Judy Creek Trd,Tervita Corp.,,Judy Creek,Alberta,,54.41,-115.63,-,Tonnes (t),2017
17422,Trilogy Two Creek 07-04,Paramount Resources Ltd.,,N/A,Alberta,,54.41,-116.36,-,Tonnes (t),2017
22322,Lator 02-06-063-02w6,Strath Resources Ltd.,600 - 301 8 Avenue Southwest,Lator,Alberta,,54.41,-118.28,0.05,Tonnes (t),2017
24199,Kakwa 16-36-062-06w6,Seven Generations Energy Ltd.,,Kakwa,Alberta,,54.41,-118.75,-,Tonnes (t),2017
25231,Dapp Power Lp,Dapp Power Lp,,Westlock,Alberta,T7P 2N9,54.41,-114.17,0.79,Tonnes (t),2017
26413,Fox Creek Fst,Secure Energy Services Inc.,PO Box 329,Fox Creek,Alberta,T0H 1P0,54.41,-116.85,1.1,Tonnes (t),2017
27380,Lts Sakwa 9-6-63-14w5,Ridgeback Resources Inc.,,N/A,Alberta,,54.41,-116.12,-,Tonnes (t),2017
28182,Kaybob Gas Plant 15-31,Encana Corporation,,N/A,Alberta,T2P 2S5,54.41,-117.14,3.51,Tonnes (t),2017
2227,Simonette Gas Plant,Keyera Corp,,Simonette,Alberta,,54.42,-117.76,9.35,Tonnes (t),2017
4150,Kaybob Amalgamated Sour Gas Plant,Semcams ULC,Kaybob Amalgamated,Fox Creek,Alberta,T0H 1P0,54.42,-116.88,11.83,Tonnes (t),2017
17948,Simonette Compressor Station 11-06-063-25w5,Gain Energy Ltd.,,Simonette,Alberta,,54.42,-117.78,2.42,Tonnes (t),2017
21393,P-13 Mobile Plant,E Construction Ltd.,,Mobile,Alberta,T6P1W7,54.42,-114.5,11.44,Tonnes (t),2017
21396,P-24 Mobile Plant,E Construction Ltd.,,Elk Point,Alberta, ,54.42,-110.3,-,Tonnes (t),2017
23546,Judy Creek Oil Mwb 12-03,Crescent Point Energy Corp.,N/A,N/A,Alberta,N/A,54.42,-115.28,1.69,Tonnes (t),2017
17066,Kakwa Gas Plant 10-07-063-05w6,Husky Oil Operations Limited,,Amundson,Alberta,,54.43,-118.74,0.58,Tonnes (t),2017
18253,Sakwatamau 06-12-063-15w5,Enercapita Energy Ltd.,,N/A,Alberta,,54.43,-116.13,0.95,Tonnes (t),2017
19531,Gunderson Gas Battery 10-12-063-12w6,Canadian Natural Resources Limited,N/A,N/A,Alberta,N/A,54.43,-119.67,-,Tonnes (t),2017
23191,Lator 01-21-063-02w6,Seven Generations Energy Ltd.,,Calgary,Alberta,,54.43,-118.25,0.86,Tonnes (t),2017
29820,7gen 08-07 08-07-063-04w6,Seven Generations Energy Ltd.,,Kakwa,Alberta,,54.43,-118.58,1.69,Tonnes (t),2017
15861,Waskahigan Gas Battery 06-14-063-24w5,Canadian Natural Resources Limited,N/A,N/A,Alberta,N/A,54.44,-117.52,0.57,Tonnes (t),2017
18782,Kakwa Comp Stn 01-13,ConocoPhillips Canada Resources Corp.,N/A,N/A,Alberta,N/A,54.44,-118.6,-,Tonnes (t),2017
26426,Kaybob West 07-14,Athabasca Oil Corporation,,Fox Creek,Alberta,,54.44,-116.9,2.12,Tonnes (t),2017
26617,Trilogy 102 Hz Kaybobs 3-5-63-20w5,Trilogy Energy Corp.,,N/A,Alberta,,54.44,-116.99,-,Tonnes (t),2017
26618,Kakwa River Gas Plant 08-13-063-05w6,Pembina Pipeline Corporation,,N/A,Alberta,,54.44,-118.59,14.6,Tonnes (t),2017
27403,Sakwatamau 13-7-63-14 Swb,Ridgeback Resources Inc.,,N/A,Alberta,,54.44,-116.12,-,Tonnes (t),2017
28144,Trilogy Hz Kaybob 07-17-063-19w5,Trilogy Resources Ltd.,,N/A,Alberta,,54.44,-116.88,-,Tonnes (t),2017
28707,Para 102 16-7-63-4w6 Gas Multi Grp,Seven Generations Energy Ltd.,,N/A,Alberta,,54.44,-118.58,-,Tonnes (t),2017
28819,Virginia Hills Oil Swb 01-14,Crescent Point Energy Corp.,N/A,N/A,Alberta,N/A,54.44,-116.14,1.19,Tonnes (t),2017
17341,Northrock Red Rock 16-14,Taqa North Ltd.,,Red Rock,Alberta,,54.45,-119.09,-,Tonnes (t),2017
19898,Kaybob 13-18,Trilogy Energy LP,13-18-063-19w5,N/A,Alberta,,54.45,-116.85,-,Tonnes (t),2017
21100,Lator #2 01-21-063-02w6,Seven Generations Energy Ltd.,,Lator,Alberta, ,54.45,-118.23,2.05,Tonnes (t),2017
21219,Manatokan Custom Treating Facility 9-14,Devon Canada Corporation,,La Corey,Alberta,,54.45,-111.09,2.93,Tonnes (t),2017
24082,Red Rock Gas Well 15-15 - Abbt0107210,Encana Corporation,,N/A,Alberta,,54.45,-119.11,-,Tonnes (t),2017
26619,Para Hz Kakwa 15-5-64-4w6 Gas Swb,Paramount Resources Ltd.,,N/A,Alberta,,54.45,-118.57,-,Tonnes (t),2017
28669,Kaybob 03-20/04-22,Trilogy Resources Ltd.,N/A,N/A,Alberta,N/A,54.45,-116.79,-,Tonnes (t),2017
29846,7gen Pad 12-14 12-14-063-05w6,Seven Generations Energy Ltd.,,Kakwa,Alberta,,54.45,-118.65,5.07,Tonnes (t),2017
17446,Judy Creek B-Pool Wp,Pengrowth Energy Corporation,Woodlands County,Woodlands County,Alberta,,54.47,-115.65,-,Tonnes (t),2017
18771,P-01 Cold Lake,E Construction Ltd.,,Cold Lake,Alberta, ,54.47,-110.21,-,Tonnes (t),2017
21142,Rio Alto Waskahigan,Canadian Natural Resources Limited,,N/A,Alberta,,54.47,-117.59,-,Tonnes (t),2017
29485,7gen Pad 23 - 16-23-063-05 W6m,Seven Generations Energy Ltd.,,Kakwa,Alberta,,54.47,-118.63,2.26,Tonnes (t),2017
